,fixedacidity,volatileacidity,citricacidity,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,pH,sulphates,alchohol,quality
2611,6,0,0,7,0,61,219,0,3,0,9,5
2612,6,0,0,2,0,37,107,0,3,0,11,7
2613,6,0,0,10,0,29,140,0,3,0,9,5
2614,6,0,0,3,0,20,80,0,3,0,12,5
2615,6,0,0,14,0,47,129,0,3,0,10,7
2616,6,0,0,14,0,47,129,0,3,0,10,7
2617,6,0,0,14,0,47,129,0,3,0,10,7
2618,6,0,0,2,0,48,126,0,3,0,11,7
2619,6,0,0,6,0,31,150,0,3,0,9,6
2620,6,0,0,20,0,40,144,1,3,0,8,5
2621,6,0,0,10,0,29,140,0,3,0,9,5
2622,6,0,0,2,0,48,126,0,3,0,11,7
2623,6,0,0,14,0,47,129,0,3,0,10,7
2624,6,0,0,3,0,20,80,0,3,0,12,5
2625,4,0,0,0,0,89,159,0,3,0,8,5
2626,8,0,0,1,0,36,136,0,3,0,10,7
2627,7,0,0,1,0,39,128,0,3,0,10,7
2628,7,0,0,9,0,42,219,0,3,0,10,6
2629,5,0,0,1,0,72,197,0,3,0,10,5
2630,5,0,0,1,0,23,109,0,3,0,10,6
2631,6,0,0,2,0,36,100,0,3,0,11,7
2632,6,0,0,16,0,61,186,0,3,0,8,5
2633,7,0,0,11,0,40,174,0,3,0,9,5
2634,8,0,0,14,0,27,191,1,2,0,8,5
2635,8,0,0,2,0,26,87,0,3,0,12,6
2636,7,0,0,11,0,40,174,0,3,0,9,5
2637,8,0,0,14,0,27,191,1,2,0,8,5
2638,7,0,0,1,0,42,104,0,3,0,11,6
2639,9,0,0,1,0,36,84,0,3,0,11,6
2640,7,0,0,1,0,28,89,0,3,0,11,6
2641,6,0,0,15,0,55,158,0,3,0,10,5
2642,7,0,0,5,0,14,91,0,3,0,9,5
2643,8,0,0,5,0,24,151,0,3,0,10,5
2644,7,0,0,9,0,56,178,0,3,0,10,6
2645,6,0,0,5,0,38,113,0,3,0,10,7
2646,5,0,0,1,0,9,71,0,3,0,10,7
2647,5,0,0,0,0,43,127,0,3,0,9,5
2648,6,0,0,14,0,29,144,0,3,0,10,6
2649,7,0,0,9,0,56,178,0,3,0,10,6
2650,7,0,0,6,0,43,162,0,3,0,9,5
2651,6,0,0,3,0,25,146,0,3,0,9,5
2652,7,0,0,2,0,45,80,0,3,0,12,7
2653,6,0,0,11,0,45,148,0,3,0,8,5
2654,6,0,0,5,0,76,303,0,3,0,9,5
2655,6,0,0,5,0,71,204,0,3,0,10,5
2656,7,0,0,5,0,60,196,0,3,0,10,4
2657,6,0,0,1,0,51,129,0,3,0,11,7
2658,6,0,0,12,0,65,158,0,3,0,10,7
2659,7,0,0,1,0,27,73,0,3,0,12,6
2660,6,0,0,6,0,35,156,0,3,0,9,6
2661,7,0,0,1,0,46,178,0,3,0,11,6
2662,7,0,0,1,0,46,110,0,3,0,10,6
2663,8,0,0,1,0,15,86,0,2,0,11,8
2664,6,0,0,6,0,36,91,0,3,0,12,7
2665,8,0,0,8,0,15,122,0,3,0,9,5
2666,5,0,0,2,0,38,142,0,3,0,12,7
2667,6,0,0,1,0,21,131,0,3,0,11,7
2668,9,0,0,2,0,21,120,0,3,1,12,6
2669,6,0,0,7,0,45,179,0,3,0,9,5
2670,5,0,0,2,0,38,142,0,3,0,12,7
2671,5,0,0,2,0,38,142,0,3,0,12,7
2672,7,0,0,13,0,46,120,0,3,0,9,7
2673,7,0,0,2,0,5,24,0,3,0,11,6
2674,7,0,0,5,0,23,120,0,2,0,10,7
2675,7,0,0,5,0,23,120,0,2,0,10,7
2676,7,0,0,1,0,33,93,0,3,0,11,6
2677,6,0,0,3,0,32,150,0,3,0,12,6
2678,7,0,0,1,0,21,144,0,3,0,9,5
2679,7,0,0,7,0,29,110,0,3,0,9,6
2680,8,0,0,2,0,52,119,0,3,0,12,6
2681,7,0,0,11,0,46,149,0,2,0,9,6
2682,7,0,0,9,0,15,136,0,3,0,12,6
2683,7,0,0,1,0,21,144,0,3,0,9,5
2684,6,0,0,1,0,35,128,0,3,0,11,6
2685,7,0,0,2,0,28,98,0,3,0,11,7
2686,8,0,0,2,0,52,119,0,3,0,12,6
2687,6,0,0,8,0,56,187,0,3,0,9,5
2688,7,0,0,11,0,46,149,0,2,0,9,6
2689,7,0,0,7,0,29,110,0,3,0,9,6
2690,6,0,0,3,0,26,124,0,3,0,9,6
2691,6,0,0,10,0,26,108,0,3,0,10,6
2692,6,0,0,1,0,20,166,0,3,0,9,6
2693,6,0,0,1,0,28,143,0,3,0,10,6
2694,6,0,0,10,0,26,108,0,3,0,10,6
2695,5,0,0,9,0,26,121,0,3,0,11,6
2696,6,0,0,16,0,36,182,0,3,0,8,6
2697,7,0,0,1,0,16,104,0,3,0,10,5
2698,6,0,0,1,0,20,166,0,3,0,9,6
2699,6,0,0,3,0,26,124,0,3,0,9,6
2700,6,0,0,5,0,15,72,0,3,0,11,7
2701,6,0,0,16,0,43,133,0,3,0,8,5
2702,6,0,0,16,0,43,133,0,3,0,8,5
2703,6,0,0,16,0,43,133,0,3,0,8,5
2704,6,0,0,6,0,68,201,0,3,0,9,6
2705,6,0,0,6,0,64,200,0,3,0,9,6
2706,7,0,0,10,0,59,209,0,3,0,9,6
2707,6,0,0,16,0,43,133,0,3,0,8,5
2708,6,0,0,7,0,56,189,0,3,0,9,6
2709,7,0,0,13,0,66,184,0,3,0,8,5
2710,7,0,0,13,0,66,184,0,3,0,8,5
2711,5,0,0,1,0,25,155,0,3,0,10,5
2712,6,0,0,7,0,47,182,0,3,0,9,5
2713,6,0,0,7,0,56,189,0,3,0,9,6
2714,6,0,0,7,0,59,188,0,3,0,9,6
2715,7,0,0,7,0,46,179,0,3,0,10,6
2716,7,0,0,13,0,66,184,0,3,0,8,5
2717,6,0,0,10,0,59,143,0,3,0,10,6
2718,5,0,0,1,0,18,69,0,3,0,10,6
2719,7,0,0,6,0,53,160,0,3,0,10,6
2720,7,0,0,4,0,29,92,0,3,0,12,7
2721,8,0,0,13,0,22,171,0,2,0,9,5
2722,7,0,0,5,0,32,101,0,3,0,12,7
2723,7,0,0,1,0,29,129,0,3,0,10,6
2724,7,0,0,6,0,53,160,0,3,0,10,6
2725,6,0,0,16,0,62,153,0,3,0,10,5
2726,5,0,0,3,0,22,91,0,3,0,9,6
2727,6,0,0,1,0,34,121,0,3,0,10,6
2728,6,0,0,12,0,86,213,0,3,0,9,6
2729,6,0,0,1,0,24,79,0,3,0,11,7
2730,6,0,0,6,0,41,190,0,3,0,9,5
2731,7,0,0,6,0,30,173,0,3,0,9,5
2732,7,0,0,2,0,13,135,0,3,0,10,5
2733,6,0,0,1,0,24,79,0,3,0,11,7
2734,7,0,0,9,0,50,141,0,3,0,10,6
2735,6,0,0,12,0,86,213,0,3,0,9,6
2736,6,0,0,1,0,34,121,0,3,0,10,6
2737,7,0,0,9,0,29,95,0,3,0,9,7
2738,6,0,0,12,0,24,131,0,3,0,9,5
2739,6,0,0,4,0,25,100,0,3,0,12,7
2740,6,0,0,12,0,54,145,0,3,0,9,6
2741,6,0,0,12,0,24,131,0,3,0,9,5
2742,8,0,0,2,0,49,165,0,3,0,9,6
2743,6,0,0,3,0,9,45,0,3,0,10,6
2744,6,0,0,3,0,9,45,0,3,0,10,6
2745,6,0,0,4,0,19,99,0,3,0,12,7
2746,7,0,0,1,0,44,142,0,2,0,10,6
2747,7,0,0,11,0,48,127,0,3,0,10,6
2748,5,0,0,1,0,96,170,0,3,0,11,8
2749,7,0,0,11,0,48,127,0,3,0,10,6
2750,5,0,0,1,0,96,170,0,3,0,11,8
2751,6,0,0,1,0,38,108,0,3,0,12,6
2752,7,0,0,6,0,15,138,0,3,0,12,6
2753,5,0,0,1,0,15,70,0,3,0,11,8
2754,5,0,0,0,0,5,28,0,3,0,10,5
2755,6,0,0,6,0,47,240,0,3,0,9,5
2756,8,0,0,11,0,42,240,0,3,0,10,6
2757,5,0,0,4,0,18,97,0,3,0,9,5
2758,5,0,0,5,0,19,103,0,3,0,9,6
2759,7,0,0,5,0,25,144,0,3,0,10,6
2760,7,0,0,5,0,25,148,0,3,0,10,6
2761,6,0,0,1,0,51,154,0,3,0,8,5
2762,7,0,0,1,0,8,163,0,3,0,10,5
2763,7,0,0,1,0,4,119,0,3,0,12,6
2764,7,0,0,7,0,58,152,0,3,0,9,6
2765,6,0,0,10,0,17,118,0,3,0,11,6
2766,6,0,0,1,0,36,95,0,2,0,12,6
2767,7,0,0,7,0,58,152,0,3,0,9,6
2768,7,0,0,1,0,4,119,0,3,0,12,6
2769,7,0,0,1,0,8,163,0,3,0,10,5
2770,6,0,0,14,0,29,228,0,3,0,8,7
2771,6,0,0,1,0,36,135,0,3,0,10,6
2772,6,0,0,3,0,39,138,0,3,0,13,7
2773,7,0,0,3,0,22,93,0,3,0,12,7
2774,7,0,0,10,0,37,131,0,3,0,11,8
2775,7,0,0,10,0,37,131,0,3,0,11,8
2776,7,0,0,10,0,35,135,0,3,0,11,8
2777,7,0,0,1,0,24,111,0,3,0,11,6
2778,7,0,0,3,0,22,93,0,3,0,12,7
2779,6,0,0,1,0,42,103,0,3,0,11,5
2780,6,0,0,1,0,4,117,0,3,0,12,5
2781,7,0,0,65,0,8,160,1,3,0,11,6
2782,7,0,0,6,0,32,211,0,3,0,10,6
2783,7,0,0,7,0,32,211,0,3,0,10,6
2784,7,0,0,7,0,32,211,0,3,0,10,6
2785,6,0,0,20,0,35,157,0,3,0,9,5
2786,8,0,0,11,0,8,70,0,3,0,12,6
2787,6,0,0,20,0,35,157,0,3,0,9,5
2788,6,0,0,6,0,41,176,0,3,0,9,5
2789,6,0,0,6,0,42,178,0,3,0,9,5
2790,7,0,0,6,0,32,211,0,3,0,10,6
2791,6,0,0,8,0,61,189,0,3,0,9,5
2792,6,0,0,8,0,52,183,0,3,0,9,5
2793,6,0,0,2,0,39,107,0,3,0,13,7
2794,6,0,0,10,0,37,151,0,3,0,9,5
2795,6,0,0,7,0,15,83,0,3,0,10,8
2796,6,0,0,2,0,39,107,0,3,0,13,7
2797,6,0,0,10,0,37,151,0,3,0,9,5
2798,6,0,0,1,0,34,114,0,3,0,11,7
2799,6,0,0,1,0,45,125,0,3,0,12,7
2800,6,0,0,8,0,61,189,0,3,0,9,5
2801,6,0,0,8,0,52,183,0,3,0,9,5
2802,5,0,0,5,0,8,79,0,3,0,10,6
2803,5,0,0,14,0,16,99,0,3,0,11,8
2804,6,0,0,7,0,15,83,0,3,0,10,8
2805,7,0,0,1,0,36,123,0,3,0,10,6
2806,7,0,0,11,0,52,148,0,3,0,8,5
2807,7,0,0,9,0,53,151,0,3,0,8,5
2808,7,0,0,6,0,60,184,0,3,0,9,6
2809,5,0,0,2,0,25,153,0,3,0,12,7
2810,7,0,0,3,0,22,100,0,2,0,12,7
2811,7,0,0,1,0,23,128,0,3,0,10,5
2812,6,0,0,1,0,27,109,0,3,0,10,6
2813,5,0,0,2,0,25,153,0,3,0,12,7
2814,6,0,0,1,0,14,71,0,3,0,13,7
2815,6,0,0,0,0,15,72,0,3,0,11,5
2816,7,0,0,1,0,24,126,0,3,0,10,5
2817,6,0,0,1,0,14,71,0,3,0,13,7
2818,6,0,0,10,0,69,148,0,2,0,9,4
2819,6,0,0,2,0,63,123,0,3,0,11,6
2820,6,0,0,1,0,49,120,0,2,0,9,5
2821,6,0,0,6,0,42,241,0,3,0,9,5
2822,6,0,0,9,0,25,150,0,3,0,10,5
2823,7,0,0,5,0,18,56,0,3,0,12,6
2824,7,0,0,6,0,52,172,0,3,0,9,6
2825,6,0,0,3,0,41,161,0,3,0,10,6
2826,6,0,0,8,0,52,196,0,3,0,9,6
2827,6,0,0,1,0,53,138,0,3,0,11,7
2828,6,0,0,1,0,53,138,0,3,0,11,7
2829,7,0,0,16,0,31,170,0,3,0,11,5
2830,6,0,0,11,0,59,140,0,3,0,10,5
2831,6,0,0,7,0,31,186,0,3,0,9,5
2832,6,0,0,1,0,13,73,0,3,0,11,6
2833,7,0,0,3,0,22,112,0,3,0,11,7
2834,6,0,0,1,0,51,117,0,3,0,11,6
2835,6,0,0,3,0,41,161,0,3,0,10,6
2836,6,0,0,8,0,52,196,0,3,0,9,6
2837,7,0,0,9,0,35,154,0,3,0,10,6
2838,6,0,0,2,0,14,82,0,3,0,11,7
2839,5,0,0,0,0,34,89,0,3,0,11,7
2840,6,0,0,3,0,23,92,0,3,0,11,6
2841,5,0,0,1,0,17,98,0,3,0,10,6
2842,5,0,0,1,0,23,92,0,3,0,10,6
2843,5,0,0,1,0,24,90,0,3,0,10,6
2844,8,0,0,5,0,24,97,0,3,0,10,5
2845,6,0,0,7,0,16,87,0,3,0,10,7
2846,6,0,0,2,0,14,82,0,3,0,11,7
2847,5,0,0,1,0,40,86,0,3,0,11,5
2848,6,0,0,1,0,55,144,0,3,0,10,5
2849,7,0,0,10,0,22,210,0,3,0,9,5
2850,6,0,0,14,0,55,136,0,3,0,9,5
2851,7,0,0,9,0,19,86,0,3,0,10,5
2852,7,0,0,1,0,37,154,0,3,0,11,5
2853,5,0,0,1,0,40,101,0,3,0,10,6
2854,6,0,0,5,0,29,101,0,3,0,11,6
2855,6,0,0,5,0,46,143,0,3,0,11,7
2856,5,0,0,1,0,29,129,0,3,0,12,7
2857,6,0,0,3,0,39,96,0,3,0,12,8
2858,6,0,0,5,0,46,143,0,3,0,11,7
2859,6,0,0,0,0,48,113,0,3,0,10,6
2860,7,0,0,1,0,66,144,0,3,0,10,6
2861,6,0,0,5,0,29,101,0,3,0,11,6
2862,5,0,0,1,0,12,90,0,3,0,12,6
2863,6,0,0,1,0,19,76,0,3,0,12,6
2864,5,0,0,1,0,40,101,0,3,0,10,6
2865,5,0,0,1,0,33,115,0,3,0,10,6
2866,5,0,0,1,0,29,129,0,3,0,12,7
2867,6,0,0,1,0,22,121,0,3,0,12,7
2868,6,0,0,1,0,18,128,0,3,0,10,5
2869,6,0,0,5,0,25,108,0,3,0,12,6
2870,6,0,0,1,0,22,121,0,3,0,12,7
2871,6,0,0,1,0,20,84,0,3,0,11,6
2872,4,0,0,1,0,93,161,0,3,0,12,7
2873,5,0,0,1,0,38,95,0,3,0,12,8
2874,5,0,0,1,0,74,121,0,3,0,12,7
2875,6,0,0,1,0,20,84,0,3,0,11,6
2876,6,0,0,13,0,57,135,0,3,0,10,5
2877,6,0,0,5,0,75,162,0,2,0,9,5
2878,5,0,0,2,0,35,138,0,3,0,12,6
2879,5,0,0,1,0,24,88,0,3,0,11,6
2880,7,0,0,6,0,22,64,0,2,0,10,5
2881,7,0,0,2,0,38,94,0,2,0,11,7
2882,7,0,0,6,0,37,125,0,3,0,9,5
2883,6,0,0,3,0,16,81,0,3,0,13,7
2884,7,0,0,7,0,30,114,0,3,0,12,7
2885,6,0,0,10,0,24,87,0,3,0,12,6
2886,6,0,0,1,0,18,101,0,3,0,10,5
2887,6,0,0,2,0,24,84,0,3,0,11,5
2888,8,0,0,0,0,5,25,0,3,0,10,4
2889,8,0,0,11,0,21,132,0,2,0,13,6
2890,5,0,0,5,0,64,138,0,3,0,12,8
2891,6,0,0,4,0,40,148,0,3,0,10,6
2892,6,0,0,9,0,67,234,0,3,0,9,5
2893,6,0,0,1,0,85,153,0,3,0,12,7
2894,6,0,0,1,0,22,68,0,3,0,11,7
2895,6,0,0,2,0,20,180,0,3,0,10,5
2896,7,0,0,7,0,42,218,0,3,0,10,5
2897,6,0,0,9,0,67,234,0,3,0,9,5
2898,8,0,0,0,0,25,78,0,2,0,11,5
2899,6,0,0,13,0,59,150,0,3,0,9,5
2900,6,0,0,1,0,37,97,0,3,0,10,6
2901,6,0,0,2,0,36,92,0,3,0,11,7
2902,6,0,0,8,0,38,155,0,3,0,9,5
2903,5,0,0,1,0,26,81,0,3,0,11,6
2904,6,0,0,0,0,40,114,0,3,0,10,7
2905,7,0,0,1,0,40,157,0,3,0,9,5
2906,6,0,0,6,0,59,183,0,3,0,9,5
2907,5,0,0,1,0,26,81,0,3,0,11,6
2908,6,0,0,1,0,22,73,0,3,0,11,6
2909,6,0,0,1,0,23,73,0,3,0,11,6
2910,6,0,0,7,0,49,170,0,3,0,9,5
2911,6,0,0,8,0,38,155,0,3,0,9,5
2912,6,0,0,2,0,36,92,0,3,0,11,7
2913,7,0,0,1,0,49,199,0,3,0,9,5
2914,6,0,0,1,0,22,81,0,3,0,11,6
2915,6,0,0,1,0,22,81,0,3,0,11,6
2916,6,0,0,3,0,57,128,0,3,0,12,6
2917,7,0,0,1,0,26,118,0,3,0,13,7
2918,5,0,0,2,0,15,65,0,3,0,11,6
2919,6,0,0,8,0,38,118,0,3,0,10,5
2920,7,0,0,11,0,13,92,0,3,0,10,4
2921,6,0,0,2,0,27,202,0,3,0,10,6
2922,6,0,0,5,0,44,137,0,3,0,13,8
2923,6,0,0,6,0,41,131,0,3,0,10,6
2924,6,0,0,14,0,39,118,0,3,0,9,6
2925,7,0,0,7,0,67,196,0,3,0,10,5
2926,5,0,0,1,0,13,59,0,3,0,11,8
2927,7,0,0,9,0,45,140,0,2,0,12,7
2928,7,0,0,9,0,45,140,0,2,0,12,7
2929,6,0,0,14,0,39,118,0,3,0,9,6
2930,5,0,0,1,0,81,147,0,3,0,11,8
2931,5,0,0,1,0,13,59,0,3,0,11,8
2932,6,0,0,11,0,69,192,0,3,0,10,6
2933,6,0,0,6,0,41,131,0,3,0,10,6
2934,5,0,0,0,0,11,66,0,3,0,9,5
2935,7,0,0,1,0,3,89,0,2,0,11,4
2936,5,0,0,0,0,11,68,0,3,0,9,5
2937,7,0,0,7,0,67,196,0,3,0,10,5
2938,7,0,0,10,0,41,98,0,3,0,9,8
2939,7,0,0,10,0,41,98,0,3,0,9,8
2940,7,0,0,7,0,49,128,0,3,0,10,6
2941,7,0,0,8,0,14,111,0,3,0,10,5
2942,6,0,0,8,0,49,173,0,3,0,9,5
2943,7,0,0,10,0,41,98,0,3,0,9,8
2944,7,0,0,7,0,49,128,0,3,0,10,6
2945,4,0,0,1,0,39,150,0,3,0,14,8
2946,5,0,0,8,0,27,107,0,3,0,11,6
2947,5,0,0,8,0,27,107,0,3,0,11,6
2948,6,0,0,6,0,55,182,0,3,0,9,6
2949,6,0,0,5,0,30,139,0,3,0,9,6
2950,6,0,0,1,0,8,108,0,3,0,9,5
2951,7,0,0,1,0,17,101,0,3,0,10,5
2952,6,0,0,1,0,9,109,0,3,0,9,5
2953,6,0,0,1,0,8,108,0,3,0,9,5
2954,6,0,0,2,0,25,79,0,3,0,12,7
2955,7,0,0,6,0,28,123,0,3,0,11,5
2956,8,0,0,0,0,36,86,0,2,0,12,6
2957,6,0,0,1,0,37,94,0,3,0,11,6
2958,7,0,0,1,0,17,101,0,3,0,10,5
2959,7,0,0,5,0,26,90,0,2,0,13,7
2960,7,0,0,14,0,41,114,0,3,0,11,7
2961,6,0,0,8,0,30,114,0,3,0,11,6
2962,6,0,0,13,0,14,94,0,3,0,9,5
2963,7,0,0,4,0,38,113,0,3,0,13,7
2964,5,0,0,1,0,38,128,0,3,0,10,5
2965,5,0,0,2,0,31,119,0,3,0,13,8
2966,6,0,0,14,0,33,118,0,3,0,9,6
2967,6,0,0,14,0,33,118,0,3,0,9,6
2968,8,0,0,0,0,52,148,0,2,0,11,5
2969,6,0,0,1,0,17,76,0,3,0,11,6
2970,8,0,0,0,0,52,148,0,2,0,11,5
2971,7,0,0,1,0,10,112,0,3,0,9,5
2972,6,0,0,5,0,31,128,0,3,0,10,6
2973,6,0,0,14,0,33,118,0,3,0,9,6
2974,7,0,0,7,0,50,110,0,3,0,9,6
2975,8,0,0,1,0,71,162,0,3,0,11,6
2976,6,0,0,9,0,34,124,0,3,0,12,6
2977,6,0,0,11,0,45,131,0,2,0,9,6
2978,6,0,0,11,0,45,131,0,2,0,9,6
2979,6,0,0,7,0,39,123,0,2,0,12,7
2980,6,0,0,5,0,31,113,0,3,0,12,7
2981,8,0,0,11,0,30,97,0,3,0,10,7
2982,7,0,0,8,0,29,213,0,3,0,10,6
2983,6,0,0,3,0,48,180,0,3,0,12,6
2984,6,0,0,10,0,4,28,0,3,0,12,6
2985,6,0,0,10,0,29,115,0,3,0,10,7
2986,6,0,0,10,0,29,115,0,3,0,10,7
2987,6,0,0,9,0,29,113,0,3,0,10,7
2988,7,0,0,6,0,17,103,0,3,0,11,7
2989,6,0,0,1,0,74,184,0,3,0,11,6
2990,5,0,0,4,0,58,178,0,3,0,12,7
2991,6,0,0,6,0,45,152,0,3,0,11,7
2992,6,0,0,10,0,29,130,0,3,0,10,7
2993,6,0,0,9,0,29,113,0,3,0,10,7
2994,6,0,0,9,0,29,113,0,3,0,10,7
2995,6,0,0,0,0,42,119,0,3,0,12,6
2996,6,0,0,0,0,32,111,0,3,0,12,8
2997,6,0,0,1,0,35,158,0,3,0,11,6
2998,6,0,0,1,0,18,112,0,3,0,13,7
2999,6,0,0,9,0,29,113,0,3,0,10,7
3000,6,0,0,10,0,29,115,0,3,0,10,7
3001,6,0,0,10,0,29,130,0,3,0,10,7
3002,6,0,0,6,0,45,152,0,3,0,11,7
3003,7,0,0,6,0,17,103,0,3,0,11,7
3004,6,0,0,1,0,26,111,0,3,0,11,6
3005,6,0,0,0,0,40,156,0,3,0,12,6
3006,6,0,0,1,0,74,184,0,3,0,11,6
3007,5,0,0,4,0,58,178,0,3,0,12,7
3008,5,0,0,3,0,54,173,0,3,0,13,7
3009,6,0,0,18,0,50,221,0,2,0,8,6
3010,6,0,0,1,0,30,218,0,3,0,9,5
3011,6,0,0,5,0,30,105,0,3,0,11,6
3012,6,0,0,3,0,29,93,0,3,0,12,6
3013,7,0,0,12,0,36,105,0,3,0,10,6
3014,7,0,0,19,0,12,67,0,3,0,11,6
3015,7,0,0,8,0,14,104,0,2,0,11,6
3016,7,0,0,12,0,36,105,0,3,0,10,6
3017,5,0,0,3,0,57,135,0,3,0,12,6
3018,6,0,0,6,0,33,121,0,3,0,11,8
3019,7,0,0,8,0,14,104,0,2,0,11,6
3020,8,0,0,11,0,3,46,0,3,0,11,6
3021,6,0,0,4,0,6,88,0,3,0,10,4
3022,8,0,0,4,0,24,133,0,3,0,9,5
3023,7,0,0,19,0,12,67,0,3,0,11,6
3024,7,0,0,12,0,36,105,0,3,0,10,6
3025,5,0,0,1,0,69,152,0,3,0,11,7
3026,8,0,0,8,0,17,118,0,2,0,10,6
3027,7,0,0,11,0,44,150,0,3,0,10,5
3028,7,0,0,6,0,21,138,0,3,0,10,6
3029,7,0,0,14,0,22,142,0,3,0,12,8
3030,7,0,0,14,0,22,142,0,3,0,12,8
3031,5,0,0,10,0,33,124,0,3,0,9,6
3032,6,0,0,1,0,15,92,0,3,0,10,5
3033,6,0,0,8,0,50,185,0,3,0,9,6
3034,6,0,0,8,0,36,156,0,3,0,9,6
3035,6,0,0,2,0,31,85,0,3,0,11,7
3036,6,0,0,3,0,26,189,0,3,0,10,5
3037,6,0,0,17,0,57,170,0,3,0,9,6
3038,6,0,0,2,0,43,104,0,3,0,11,6
3039,6,0,0,12,0,59,196,0,3,0,8,6
3040,6,0,0,11,0,58,130,0,3,0,10,5
3041,6,0,0,16,0,58,173,0,3,0,9,6
3042,6,0,0,17,0,57,170,0,3,0,9,6
3043,7,0,1,1,0,46,114,0,2,0,9,6
3044,6,0,0,14,0,15,144,0,3,0,10,6
3045,5,0,0,5,0,21,99,0,3,0,9,6
3046,6,0,0,6,0,38,112,0,3,0,12,6
3047,7,0,0,1,0,42,167,0,3,0,11,5
3048,7,0,0,1,0,33,132,0,3,0,11,6
3049,7,0,0,8,0,49,199,0,2,0,9,5
3050,6,0,0,1,0,138,272,0,3,0,9,4
3051,7,0,0,8,0,49,199,0,2,0,9,5
3052,5,0,0,10,0,78,175,0,2,0,10,7
3053,7,0,0,4,0,26,102,0,3,0,9,5
3054,5,0,0,5,0,7,73,0,3,0,11,6
3055,6,0,0,1,0,36,116,0,3,0,12,6
3056,6,0,0,1,0,6,55,0,3,0,13,5
3057,7,0,0,5,0,27,114,0,3,0,12,5
3058,6,0,0,7,0,54,208,0,3,0,9,5
3059,8,0,0,1,0,23,58,0,2,0,10,6
3060,6,0,0,7,0,58,176,0,3,0,10,5
3061,6,0,0,7,0,58,176,0,3,0,10,5
3062,6,0,0,7,0,30,110,0,3,0,12,8
3063,6,0,0,7,0,58,176,0,3,0,10,5
3064,7,0,0,12,0,77,183,0,2,0,9,5
3065,7,0,0,15,0,54,120,0,3,0,9,6
3066,7,0,0,12,0,77,183,0,2,0,9,5
3067,7,0,0,1,0,29,142,0,3,0,10,4
3068,6,0,0,2,0,28,111,0,3,0,12,6
3069,7,0,0,6,0,6,76,0,3,0,12,8
3070,6,0,0,7,0,30,110,0,3,0,12,8
3071,6,0,0,10,0,20,82,0,3,0,12,7
3072,7,0,0,4,0,95,163,0,2,0,11,6
3073,6,0,0,2,0,48,122,0,3,0,12,5
3074,6,0,0,8,0,29,141,0,3,0,10,5
3075,6,0,0,1,0,23,87,0,3,0,12,7
3076,6,0,0,3,0,24,115,0,3,0,8,5
3077,6,0,0,7,0,54,208,0,3,0,9,5
3078,7,0,0,3,0,35,91,0,2,0,12,5
3079,6,0,0,4,0,9,125,0,3,0,12,5
3080,8,0,0,1,0,23,58,0,2,0,10,6
3081,6,0,0,7,0,58,176,0,3,0,10,5
3082,6,0,0,1,0,10,102,0,3,0,11,6
3083,5,0,0,4,0,28,94,0,3,0,13,7
3084,6,0,0,2,0,33,78,0,3,0,11,6
3085,8,0,0,9,0,24,88,0,3,0,10,6
3086,5,0,0,4,0,28,94,0,3,0,13,7
3087,6,0,0,9,0,38,201,0,3,0,10,3
3088,6,0,0,1,0,12,76,0,2,0,12,6
3089,6,0,0,3,0,20,89,0,3,0,12,7
3090,6,0,0,2,0,33,78,0,3,0,11,6
3091,6,0,0,11,0,61,183,0,3,0,9,6
3092,7,0,0,3,0,28,152,0,3,0,11,6
3093,7,0,0,2,0,40,118,0,3,0,11,7
3094,9,0,0,4,0,3,18,0,2,0,10,6
3095,9,0,0,4,0,3,18,0,2,0,10,6
3096,6,0,0,1,0,19,102,0,3,0,11,7
3097,6,0,0,1,0,30,133,0,3,0,11,5
3098,5,0,0,6,0,44,129,0,3,0,11,7
3099,6,0,0,2,0,34,111,0,2,0,12,7
3100,6,0,0,4,0,57,124,0,2,0,10,7
3101,7,0,0,10,0,25,84,0,3,0,10,6
3102,6,0,0,7,0,18,113,0,3,0,10,6
3103,7,0,0,2,0,40,118,0,3,0,11,7
3104,7,0,0,2,0,20,130,0,3,0,11,5
3105,7,0,0,2,0,26,159,0,3,0,11,6
3106,7,0,0,3,0,28,152,0,3,0,11,6
3107,7,0,0,2,0,31,169,0,3,0,10,6
3108,7,0,0,14,0,33,151,0,3,0,10,5
3109,6,0,0,4,0,31,203,0,3,0,10,4
3110,6,0,0,2,0,19,111,0,3,0,11,6
3111,6,0,0,1,0,41,98,0,3,0,11,7
3112,7,0,0,1,0,24,129,0,3,0,10,5
3113,6,0,0,17,0,22,126,0,3,0,9,6
3114,6,0,0,4,0,37,117,0,3,0,11,6
3115,6,0,0,4,0,37,117,0,3,0,11,6
3116,6,0,0,2,0,35,89,0,3,0,11,7
3117,6,0,0,1,0,41,98,0,3,0,11,7
3118,5,0,0,1,0,47,147,0,3,0,12,7
3119,5,0,0,0,0,3,21,0,3,0,10,5
3120,6,0,0,8,0,53,206,0,3,0,9,6
3121,7,0,0,1,0,24,129,0,3,0,10,5
3122,5,0,0,1,0,31,103,0,3,0,12,6
3123,5,0,0,5,0,10,86,0,3,0,12,5
3124,6,0,0,17,0,22,126,0,3,0,9,6
3125,7,0,0,8,0,41,150,0,3,0,10,5
